"deal_id","stage_id","stage_name","deal_updated_ts"
117933,5,Negotiation,2024-07-31 05:27:38.000
118456,1,Lead Generation,2024-04-16 15:23:32.000
118456,2,Qualified lead,2024-04-30 15:23:32.000
118456,3,Needs Assessment,2024-05-01 15:23:32.000
118456,4,Proposal/Quote Preparation,2024-05-06 15:23:32.000
118456,5,Negotiation,2024-06-02 15:23:32.000
118456,6,Closing,2024-06-25 15:23:32.000
118804,1,Lead Generation,2024-10-05 10:11:13.000
118804,3,Needs Assessment,2024-10-12 10:11:13.000
118804,4,Proposal/Quote Preparation,2024-10-18 10:11:13.000
118804,5,Negotiation,2024-10-25 10:11:13.000
118804,6,Closing,2024-10-31 10:11:13.000
118804,9,Renewal/Expansion,2024-11-21 10:11:13.000
118941,1,Lead Generation,2024-09-17 00:47:22.000
118941,2,Qualified lead,2024-09-30 00:47:22.000
118941,3,Needs Assessment,2024-10-22 00:47:22.000
119415,1,Lead Generation,2024-04-26 18:23:08.000
119415,6,Closing,2024-05-21 18:23:08.000
119415,7,Implementation/Onboarding,2024-06-09 18:23:08.000
119415,8,Follow-up/Customer Success,2024-06-24 18:23:08.000
119786,1,Lead Generation,2024-03-03 15:11:43.000
119786,2,Qualified lead,2024-03-29 15:11:43.000
119786,3,Needs Assessment,2024-03-30 15:11:43.000
119786,4,Proposal/Quote Preparation,2024-04-17 15:11:43.000
119786,6,Closing,2024-05-11 15:11:43.000
119786,8,Follow-up/Customer Success,2024-06-05 15:11:43.000
120979,1,Lead Generation,2024-04-26 00:34:56.000
120979,2,Qualified lead,2024-05-17 00:34:56.000
120979,3,Needs Assessment,2024-05-23 00:34:56.000
120979,4,Proposal/Quote Preparation,2024-06-12 00:34:56.000
120979,5,Negotiation,2024-06-16 00:34:56.000
120979,7,Implementation/Onboarding,2024-06-19 00:34:56.000
121756,1,Lead Generation,2024-08-18 17:31:49.000
121756,2,Qualified lead,2024-08-30 17:31:49.000
121756,3,Needs Assessment,2024-09-11 17:31:49.000
121756,4,Proposal/Quote Preparation,2024-09-19 17:31:49.000
121756,6,Closing,2024-10-17 17:31:49.000
123595,1,Lead Generation,2024-05-26 06:43:57.000
123595,2,Qualified lead,2024-06-16 06:43:57.000
123595,3,Needs Assessment,2024-07-15 06:43:57.000
123595,4,Proposal/Quote Preparation,2024-07-31 06:43:57.000
123595,5,Negotiation,2024-08-03 06:43:57.000
123595,8,Follow-up/Customer Success,2024-08-28 06:43:57.000
123734,1,Lead Generation,2024-03-16 19:45:24.000
123734,2,Qualified lead,2024-04-14 19:45:24.000
123734,3,Needs Assessment,2024-04-28 19:45:24.000
123734,4,Proposal/Quote Preparation,2024-05-18 19:45:24.000
123734,5,Negotiation,2024-05-21 19:45:24.000
125244,1,Lead Generation,2024-10-08 23:34:18.000
125244,2,Qualified lead,2024-10-21 23:34:18.000
125244,3,Needs Assessment,2024-10-22 23:34:18.000
125244,4,Proposal/Quote Preparation,2024-11-10 23:34:18.000
125244,6,Closing,2024-12-04 23:34:18.000
125244,8,Follow-up/Customer Success,2024-12-18 23:34:18.000
125981,1,Lead Generation,2024-04-19 15:07:00.000
125981,2,Qualified lead,2024-05-17 15:07:00.000
125981,3,Needs Assessment,2024-05-29 15:07:00.000
126352,1,Lead Generation,2024-04-13 10:14:37.000
126352,4,Proposal/Quote Preparation,2024-04-27 10:14:37.000
126352,7,Implementation/Onboarding,2024-05-16 10:14:37.000
127190,1,Lead Generation,2024-08-24 06:41:21.000
127190,2,Qualified lead,2024-08-26 06:41:21.000
127190,3,Needs Assessment,2024-09-15 06:41:21.000
127190,4,Proposal/Quote Preparation,2024-09-16 06:41:21.000
127190,5,Negotiation,2024-09-21 06:41:21.000
127190,6,Closing,2024-10-15 06:41:21.000
127580,1,Lead Generation,2024-04-28 14:35:56.000
127580,2,Qualified lead,2024-05-24 14:35:56.000
127580,3,Needs Assessment,2024-06-12 14:35:56.000
127580,8,Follow-up/Customer Success,2024-06-18 14:35:56.000
127580,9,Renewal/Expansion,2024-07-14 14:35:56.000
127822,1,Lead Generation,2024-07-23 08:37:18.000
127822,3,Needs Assessment,2024-07-27 08:37:18.000
127822,5,Negotiation,2024-08-14 08:37:18.000
127822,9,Renewal/Expansion,2024-08-17 08:37:18.000
127998,1,Lead Generation,2024-05-03 23:06:51.000
127998,5,Negotiation,2024-05-25 23:06:51.000
127998,6,Closing,2024-06-01 23:06:51.000
128233,1,Lead Generation,2024-07-17 15:31:57.000
128233,2,Qualified lead,2024-08-08 15:31:57.000
128233,3,Needs Assessment,2024-08-22 15:31:57.000
128233,4,Proposal/Quote Preparation,2024-08-26 15:31:57.000
128233,5,Negotiation,2024-09-03 15:31:57.000
128233,6,Closing,2024-09-07 15:31:57.000
128233,7,Implementation/Onboarding,2024-09-21 15:31:57.000
128233,8,Follow-up/Customer Success,2024-10-15 15:31:57.000
128472,1,Lead Generation,2024-07-17 03:21:12.000
128472,4,Proposal/Quote Preparation,2024-07-24 03:21:12.000
128472,5,Negotiation,2024-08-13 03:21:12.000
128472,8,Follow-up/Customer Success,2024-09-11 03:21:12.000
129862,1,Lead Generation,2024-04-14 01:31:03.000
129862,2,Qualified lead,2024-04-19 01:31:03.000
129862,3,Needs Assessment,2024-05-03 01:31:03.000
129862,4,Proposal/Quote Preparation,2024-05-08 01:31:03.000
129862,7,Implementation/Onboarding,2024-06-07 01:31:03.000
129865,1,Lead Generation,2024-03-14 18:11:45.000
129865,2,Qualified lead,2024-04-02 18:11:45.000
129865,5,Negotiation,2024-04-09 18:11:45.000
129865,9,Renewal/Expansion,2024-05-03 18:11:45.000
130011,1,Lead Generation,2024-06-28 04:44:09.000
130011,2,Qualified lead,2024-07-03 04:44:09.000
130011,3,Needs Assessment,2024-07-22 04:44:09.000
130011,5,Negotiation,2024-08-02 04:44:09.000
130879,1,Lead Generation,2024-05-02 18:55:48.000
130879,2,Qualified lead,2024-05-27 18:55:48.000
130879,4,Proposal/Quote Preparation,2024-06-19 18:55:48.000
130879,5,Negotiation,2024-07-13 18:55:48.000
130879,6,Closing,2024-08-04 18:55:48.000
130948,1,Lead Generation,2024-09-30 14:03:20.000
130948,2,Qualified lead,2024-10-28 14:03:20.000
130948,4,Proposal/Quote Preparation,2024-11-01 14:03:20.000
130948,7,Implementation/Onboarding,2024-11-25 14:03:20.000
131102,1,Lead Generation,2024-06-21 01:40:18.000
131102,6,Closing,2024-07-06 01:40:18.000
131310,1,Lead Generation,2024-05-16 18:45:08.000
131310,2,Qualified lead,2024-05-21 18:45:08.000
131310,3,Needs Assessment,2024-06-09 18:45:08.000
131310,4,Proposal/Quote Preparation,2024-07-07 18:45:08.000
131310,5,Negotiation,2024-07-10 18:45:08.000
131372,1,Lead Generation,2024-06-10 21:06:41.000
131372,2,Qualified lead,2024-06-16 21:06:41.000
131372,5,Negotiation,2024-07-05 21:06:41.000
131372,7,Implementation/Onboarding,2024-07-20 21:06:41.000
131558,1,Lead Generation,2024-02-17 19:31:22.000
131558,2,Qualified lead,2024-02-28 19:31:22.000
131558,4,Proposal/Quote Preparation,2024-02-29 19:31:22.000
131558,6,Closing,2024-03-14 19:31:22.000
131842,1,Lead Generation,2024-03-31 17:29:50.000
131842,2,Qualified lead,2024-04-08 17:29:50.000
131842,4,Proposal/Quote Preparation,2024-04-21 17:29:50.000
131842,7,Implementation/Onboarding,2024-05-17 17:29:50.000
132858,1,Lead Generation,2024-09-26 01:42:50.000
132858,2,Qualified lead,2024-09-30 01:42:50.000
132858,6,Closing,2024-10-23 01:42:50.000
132858,9,Renewal/Expansion,2024-11-13 01:42:50.000
133392,1,Lead Generation,2024-09-12 21:44:46.000
133392,3,Needs Assessment,2024-09-29 21:44:46.000
133392,5,Negotiation,2024-10-24 21:44:46.000
133691,1,Lead Generation,2024-06-22 06:15:05.000
133691,2,Qualified lead,2024-06-25 06:15:05.000
133691,3,Needs Assessment,2024-07-15 06:15:05.000
133691,5,Negotiation,2024-07-29 06:15:05.000
133691,8,Follow-up/Customer Success,2024-08-11 06:15:05.000
134055,1,Lead Generation,2024-04-01 08:13:43.000
134055,2,Qualified lead,2024-04-06 08:13:43.000
134055,3,Needs Assessment,2024-04-25 08:13:43.000
134055,4,Proposal/Quote Preparation,2024-05-08 08:13:43.000
135159,1,Lead Generation,2024-09-21 11:35:44.000
135159,2,Qualified lead,2024-10-18 11:35:44.000
135159,3,Needs Assessment,2024-11-11 11:35:44.000
135159,5,Negotiation,2024-11-23 11:35:44.000
135238,1,Lead Generation,2024-03-14 04:01:09.000
135238,2,Qualified lead,2024-04-09 04:01:09.000
135238,3,Needs Assessment,2024-04-25 04:01:09.000
135238,8,Follow-up/Customer Success,2024-05-10 04:01:09.000
135880,1,Lead Generation,2024-03-04 14:48:41.000
135880,2,Qualified lead,2024-03-22 14:48:41.000
135880,3,Needs Assessment,2024-04-06 14:48:41.000
135880,9,Renewal/Expansion,2024-05-04 14:48:41.000
136057,1,Lead Generation,2024-02-28 09:35:42.000
136057,3,Needs Assessment,2024-03-25 09:35:42.000
136057,4,Proposal/Quote Preparation,2024-04-14 09:35:42.000
136057,7,Implementation/Onboarding,2024-04-24 09:35:42.000
136644,1,Lead Generation,2024-08-01 23:54:11.000
136644,2,Qualified lead,2024-08-04 23:54:11.000
136644,3,Needs Assessment,2024-08-11 23:54:11.000
136644,4,Proposal/Quote Preparation,2024-08-24 23:54:11.000
136644,6,Closing,2024-09-06 23:54:11.000
136710,1,Lead Generation,2024-02-07 01:13:56.000
136710,2,Qualified lead,2024-02-17 01:13:56.000
136710,4,Proposal/Quote Preparation,2024-03-09 01:13:56.000
137812,1,Lead Generation,2024-08-09 09:47:08.000
137812,2,Qualified lead,2024-09-02 09:47:08.000
137812,5,Negotiation,2024-09-21 09:47:08.000
137812,8,Follow-up/Customer Success,2024-10-04 09:47:08.000
137812,9,Renewal/Expansion,2024-10-18 09:47:08.000
138257,1,Lead Generation,2024-06-06 00:00:30.000
138257,4,Proposal/Quote Preparation,2024-06-20 00:00:30.000
138257,9,Renewal/Expansion,2024-07-17 00:00:30.000
139676,1,Lead Generation,2024-05-14 00:09:02.000
139676,2,Qualified lead,2024-06-08 00:09:02.000
139676,6,Closing,2024-06-27 00:09:02.000
139676,7,Implementation/Onboarding,2024-07-16 00:09:02.000
140087,1,Lead Generation,2024-02-24 05:50:54.000
140087,5,Negotiation,2024-03-10 05:50:54.000
140087,6,Closing,2024-03-24 05:50:54.000
140969,1,Lead Generation,2024-02-21 19:54:55.000
140969,3,Needs Assessment,2024-03-12 19:54:55.000
140969,5,Negotiation,2024-04-02 19:54:55.000
141865,1,Lead Generation,2024-02-03 02:12:03.000
141865,2,Qualified lead,2024-02-15 02:12:03.000
142114,1,Lead Generation,2024-08-06 08:31:56.000
142114,2,Qualified lead,2024-08-28 08:31:56.000
142114,3,Needs Assessment,2024-09-16 08:31:56.000
142114,6,Closing,2024-09-20 08:31:56.000
142285,1,Lead Generation,2024-08-30 23:22:39.000
142285,2,Qualified lead,2024-09-14 23:22:39.000
142285,3,Needs Assessment,2024-10-08 23:22:39.000
142285,5,Negotiation,2024-10-18 23:22:39.000
142285,7,Implementation/Onboarding,2024-11-17 23:22:39.000
142502,1,Lead Generation,2024-04-29 15:55:47.000
142502,3,Needs Assessment,2024-05-13 15:55:47.000
142502,4,Proposal/Quote Preparation,2024-05-14 15:55:47.000
142502,7,Implementation/Onboarding,2024-05-30 15:55:47.000
144213,1,Lead Generation,2024-08-02 07:16:10.000
144213,2,Qualified lead,2024-08-19 07:16:10.000
144213,3,Needs Assessment,2024-09-12 07:16:10.000
144213,4,Proposal/Quote Preparation,2024-10-05 07:16:10.000
144213,5,Negotiation,2024-10-17 07:16:10.000
144213,9,Renewal/Expansion,2024-11-09 07:16:10.000
144544,1,Lead Generation,2024-06-05 13:20:27.000
144544,2,Qualified lead,2024-06-29 13:20:27.000
144544,7,Implementation/Onboarding,2024-07-07 13:20:27.000
144544,9,Renewal/Expansion,2024-07-22 13:20:27.000
144565,1,Lead Generation,2024-05-25 04:18:14.000
144565,2,Qualified lead,2024-06-19 04:18:14.000
144565,3,Needs Assessment,2024-06-23 04:18:14.000
144565,5,Negotiation,2024-07-01 04:18:14.000
144576,1,Lead Generation,2024-06-19 10:59:39.000
144576,5,Negotiation,2024-06-29 10:59:39.000
144576,6,Closing,2024-07-25 10:59:39.000
144576,8,Follow-up/Customer Success,2024-08-06 10:59:39.000
145188,1,Lead Generation,2024-08-11 06:03:25.000
145188,3,Needs Assessment,2024-09-05 06:03:25.000
145188,5,Negotiation,2024-09-12 06:03:25.000
145188,9,Renewal/Expansion,2024-10-12 06:03:25.000
146093,1,Lead Generation,2024-02-26 20:17:24.000
146093,2,Qualified lead,2024-03-15 20:17:24.000
146093,3,Needs Assessment,2024-04-09 20:17:24.000
146093,5,Negotiation,2024-04-30 20:17:24.000
146093,9,Renewal/Expansion,2024-05-29 20:17:24.000
146594,1,Lead Generation,2024-08-30 03:55:49.000
146594,2,Qualified lead,2024-09-08 03:55:49.000
146594,3,Needs Assessment,2024-09-10 03:55:49.000
146594,4,Proposal/Quote Preparation,2024-09-27 03:55:49.000
146594,6,Closing,2024-10-18 03:55:49.000
146988,1,Lead Generation,2024-07-05 14:47:37.000
146988,2,Qualified lead,2024-08-02 14:47:37.000
146988,3,Needs Assessment,2024-09-01 14:47:37.000
147931,1,Lead Generation,2024-09-11 01:29:55.000
147931,2,Qualified lead,2024-09-19 01:29:55.000
147931,3,Needs Assessment,2024-10-18 01:29:55.000
147931,5,Negotiation,2024-11-09 01:29:55.000
148189,1,Lead Generation,2024-04-18 15:59:27.000
148189,4,Proposal/Quote Preparation,2024-04-24 15:59:27.000
148189,6,Closing,2024-05-14 15:59:27.000
148488,1,Lead Generation,2024-10-10 19:52:57.000
148488,2,Qualified lead,2024-10-26 19:52:57.000
148488,4,Proposal/Quote Preparation,2024-11-15 19:52:57.000
148488,5,Negotiation,2024-11-25 19:52:57.000
148488,6,Closing,2024-12-03 19:52:57.000
148488,9,Renewal/Expansion,2024-12-05 19:52:57.000
148619,1,Lead Generation,2024-02-16 18:51:18.000
148619,3,Needs Assessment,2024-02-23 18:51:18.000
148619,5,Negotiation,2024-03-17 18:51:18.000
148619,6,Closing,2024-04-02 18:51:18.000
149154,1,Lead Generation,2024-03-30 07:56:18.000
149154,2,Qualified lead,2024-04-10 07:56:18.000
149154,3,Needs Assessment,2024-05-06 07:56:18.000
149154,4,Proposal/Quote Preparation,2024-05-31 07:56:18.000
149154,5,Negotiation,2024-06-17 07:56:18.000
149154,6,Closing,2024-06-28 07:56:18.000
150173,1,Lead Generation,2024-06-02 14:18:38.000
150173,2,Qualified lead,2024-06-27 14:18:38.000
150173,3,Needs Assessment,2024-06-30 14:18:38.000
150173,4,Proposal/Quote Preparation,2024-07-01 14:18:38.000
150173,7,Implementation/Onboarding,2024-07-26 14:18:38.000
150376,1,Lead Generation,2024-08-19 04:11:02.000
150376,2,Qualified lead,2024-09-12 04:11:02.000
150376,3,Needs Assessment,2024-09-15 04:11:02.000
150959,1,Lead Generation,2024-09-20 18:10:09.000
150959,3,Needs Assessment,2024-10-09 18:10:09.000
150959,5,Negotiation,2024-10-15 18:10:09.000
150959,7,Implementation/Onboarding,2024-10-20 18:10:09.000
151581,1,Lead Generation,2024-07-31 14:06:21.000
151581,2,Qualified lead,2024-08-14 14:06:21.000
151581,3,Needs Assessment,2024-09-08 14:06:21.000
151581,4,Proposal/Quote Preparation,2024-10-06 14:06:21.000
152345,1,Lead Generation,2024-09-19 06:33:27.000
152345,2,Qualified lead,2024-09-29 06:33:27.000
152345,3,Needs Assessment,2024-10-15 06:33:27.000
152345,6,Closing,2024-11-12 06:33:27.000
152474,1,Lead Generation,2024-08-31 22:23:25.000
152474,2,Qualified lead,2024-09-29 22:23:25.000
152474,8,Follow-up/Customer Success,2024-10-12 22:23:25.000
152485,1,Lead Generation,2024-04-25 01:33:47.000
152485,2,Qualified lead,2024-05-25 01:33:47.000
152485,3,Needs Assessment,2024-06-09 01:33:47.000
152485,4,Proposal/Quote Preparation,2024-06-24 01:33:47.000
152485,6,Closing,2024-07-16 01:33:47.000
152485,7,Implementation/Onboarding,2024-07-22 01:33:47.000
152679,1,Lead Generation,2024-05-30 09:03:35.000
152679,3,Needs Assessment,2024-06-23 09:03:35.000
152679,6,Closing,2024-07-03 09:03:35.000
152679,7,Implementation/Onboarding,2024-07-22 09:03:35.000
152679,8,Follow-up/Customer Success,2024-08-15 09:03:35.000
152775,1,Lead Generation,2024-04-18 13:23:56.000
152775,2,Qualified lead,2024-04-24 13:23:56.000
152775,3,Needs Assessment,2024-05-06 13:23:56.000
152775,4,Proposal/Quote Preparation,2024-05-16 13:23:56.000
152775,6,Closing,2024-06-14 13:23:56.000
152775,9,Renewal/Expansion,2024-07-01 13:23:56.000
153149,1,Lead Generation,2024-07-21 22:19:35.000
153149,3,Needs Assessment,2024-08-08 22:19:35.000
153149,4,Proposal/Quote Preparation,2024-09-03 22:19:35.000
153825,1,Lead Generation,2024-07-25 13:27:34.000
153825,2,Qualified lead,2024-08-07 13:27:34.000
153825,3,Needs Assessment,2024-08-17 13:27:34.000
153825,4,Proposal/Quote Preparation,2024-08-27 13:27:34.000
153825,6,Closing,2024-08-30 13:27:34.000
153825,8,Follow-up/Customer Success,2024-09-08 13:27:34.000
154026,1,Lead Generation,2024-05-31 14:10:17.000
154026,3,Needs Assessment,2024-06-15 14:10:17.000
154026,4,Proposal/Quote Preparation,2024-06-19 14:10:17.000
154026,7,Implementation/Onboarding,2024-07-12 14:10:17.000
154026,8,Follow-up/Customer Success,2024-08-06 14:10:17.000
155164,1,Lead Generation,2024-06-17 09:07:00.000
155164,3,Needs Assessment,2024-07-16 09:07:00.000
155164,4,Proposal/Quote Preparation,2024-07-22 09:07:00.000
155164,5,Negotiation,2024-07-29 09:07:00.000
156004,1,Lead Generation,2024-06-21 06:39:48.000
156004,2,Qualified lead,2024-07-20 06:39:48.000
156004,3,Needs Assessment,2024-07-28 06:39:48.000
156004,4,Proposal/Quote Preparation,2024-08-21 06:39:48.000
156004,5,Negotiation,2024-09-01 06:39:48.000
156004,8,Follow-up/Customer Success,2024-09-20 06:39:48.000
